source,target,value
6001,3424,1
6001,4481,2
6001,6001,3
6001,6358,3
6005,2972,1
6005,3954,1
6005,6005,1
6017,1054,1
6017,1058,3
6017,6017,4
6022,5323,1
6022,6022,1
6022,6313,1
6026,5445,1
6026,6026,1
6027,2405,1
6027,6027,1
6027,7418,1
6032,2703,1
6032,3420,1
6032,3753,1
6032,6032,1
6038,5960,1
6038,6038,1
6063,6063,1
6063,7658,1
6066,1350,1
6066,6066,3
6066,6544,2
6066,7292,3
6069,2125,1
6069,2231,1
6069,3308,1
6069,5188,1
6069,6069,1
6069,6586,1
6077,592,1
6077,3425,1
6077,3738,1
6077,6077,1
6077,7942,1
6079,1215,1
6079,1616,1
6079,4108,1
6079,6079,2
6094,6094,1
6097,4141,1
6097,4796,1
6097,6097,1
6097,7755,1
6099,3419,1
6099,3659,1
6099,6099,1
6100,1391,1
6100,4411,1
6100,6100,1
6101,2836,1
6101,5423,1
6101,6101,1
6105,1720,1
6105,1841,1
6105,6105,1
6107,1391,1
6107,3518,1
6107,6107,1
6107,6903,1
6108,913,1
6108,977,1
6108,6108,1
6113,4173,1
6113,4906,1
6113,5112,1
6113,5693,1
6113,6113,3
6113,6246,1
6113,6566,1
6113,7751,1
6116,1870,1
6116,1871,1
6116,6116,1
6116,6529,1
6130,760,1
6130,3347,1
6130,6130,1
6133,2716,1
6133,5499,1
6133,6133,1
6138,4400,1
6138,6138,1
6140,168,1
6140,238,1
6140,1423,1
6140,4808,1
6140,6140,2
6142,5042,2
6142,6142,2
6142,6512,1
6143,331,1
6143,6143,1
6144,3555,1
6144,6144,1
6145,1171,1
6145,5883,1
6145,6145,1
6145,6237,1
6146,1720,1
6146,1841,1
6146,4486,1
6146,4631,1
6146,6146,1
6153,170,1
6153,888,1
6153,1934,1
6153,2898,1
6153,3680,1
6153,4009,2
6153,4426,1
6153,5224,1
6153,6153,3
6153,6262,1
6153,6665,1
6153,6671,2
6154,1420,1
6154,6154,1
6154,6849,1
6155,1420,1
6155,6155,1
6155,6850,1
6156,1662,1
6156,6156,1
6156,6875,1
6156,7676,1
6156,7966,1
6158,328,1
6158,1360,1
6158,2321,1
6158,4227,1
6158,6158,1
6158,6771,1
6161,1377,1
6161,5129,1
6161,6161,1
6163,3334,1
6163,4658,1
6163,6163,1
6165,1559,1
6165,4544,1
6165,6165,1
6165,6295,1
6165,6520,1
6171,2313,1
6171,2744,1
6171,2931,1
6171,5348,1
6171,5361,1
6171,6171,1
6171,7478,1
6173,4205,1
6173,6173,1
6175,6175,1
6178,912,1
6178,5037,1
6178,6178,1
6180,6180,2
6189,804,1
6189,6189,1
6190,1471,1
6190,5758,1
6190,6190,1
6192,798,1
6192,1550,1
6192,2814,1
6192,6192,1
6201,1397,1
6201,4652,1
6201,5173,1
6201,5616,1
6201,6201,1
6203,3461,1
6203,6203,1
6211,1867,4
6211,5181,4
6211,6211,4
6218,1224,1
6218,5693,1
6218,6218,1
6219,3810,1
6219,6219,1
6222,2168,1
6222,3761,1
6222,5113,1
6222,6222,1
6225,5364,2
6225,6225,2
6235,3270,1
6235,6235,1
6236,2796,1
6236,6236,1
6237,1171,1
6237,5883,1
6237,6145,1
6237,6237,1
6240,754,1
6240,1184,1
6240,2257,1
6240,2448,1
6240,4415,1
6240,4845,1
6240,5098,1
6240,6240,3
6246,4173,1
6246,5112,1
6246,5693,1
6246,6113,1
6246,6246,1
6246,6566,1
6247,5542,1
6247,5705,1
6247,6247,1
6257,5575,1
6257,6257,1
6260,901,1
6260,5198,1
6260,6260,2
6262,888,1
6262,1934,1
6262,4009,1
6262,6153,1
6262,6262,1
6262,6665,1
6262,6671,1
6263,5481,1
6263,6263,1
6264,5197,1
6264,6264,1
6266,4295,1
6266,6266,1
6266,6489,1
6267,2108,1
6267,4290,1
6267,4971,1
6267,6267,1
6268,1391,1
6268,4400,1
6268,5798,1
6268,6268,1
6275,1590,1
6275,5247,1
6275,6275,1
6275,6276,1
6276,1590,1
6276,5247,1
6276,6275,1
6276,6276,1
6278,1827,1
6278,3298,1
6278,3369,1
6278,6278,1
6278,7754,1
6281,6281,1
6286,6286,1
6291,330,1
6291,769,1
6291,6291,1
6291,7083,1
6295,574,1
6295,1379,1
6295,1559,3
6295,4028,1
6295,4544,1
6295,6165,1
6295,6295,4
6295,6520,1
6296,3118,2
6296,3315,2
6296,4363,2
6296,6296,2
6300,4584,1
6300,4751,1
6300,6300,1
6300,7729,1
6302,641,1
6302,1638,1
6302,3408,1
6302,6302,1
6307,5065,1
6307,5909,1
6307,6307,1
6309,931,1
6309,1245,1
6309,6309,2
6309,7943,1
6310,6310,1
6312,1192,1
6312,1331,1
6312,6312,1
6313,409,1
6313,1331,2
6313,2701,1
6313,3859,2
6313,4157,1
6313,5309,2
6313,5323,1
6313,5343,2
6313,6022,1
6313,6313,7
6340,3075,1
6340,3416,2
6340,6340,3
6340,6344,1
6344,3075,1
6344,6340,1
6344,6344,1
6345,804,4
6345,3664,1
6345,6345,4
6345,7710,1
6349,1297,1
6349,6349,1
6358,3424,1
6358,4481,2
6358,6001,3
6358,6358,3
6367,6367,1
6367,6986,1
6367,6987,1
6367,7090,1
6378,3650,1
6378,6378,1
6386,1230,1
6386,2259,1
6386,5639,1
6386,6386,1
6393,6000,1
6393,6393,1
6393,6484,1
6394,730,1
6394,4859,1
6394,5398,1
6394,6394,2
6394,6546,1
6397,5667,1
6397,6397,1
6398,2537,1
6398,2860,1
6398,3230,1
6398,3231,1
6398,3369,1
6398,4621,1
6398,4922,1
6398,5670,1
6398,5675,1
6398,6398,1
6398,6551,1
6401,862,2
6401,1873,1
6401,4732,1
6401,6401,2
6401,6943,1
6406,1957,1
6406,4067,1
6406,4748,1
6406,6406,1
6408,2557,1
6408,4837,1
6408,5740,1
6408,6408,1
6414,3423,1
6414,3661,1
6414,6414,1
6421,6421,1
6422,5515,1
6422,6422,1
6422,7948,1
6428,401,1
6428,1331,1
6428,2135,2
6428,3393,1
6428,3769,1
6428,6428,4
6428,7411,1
6429,1113,1
6429,6429,1
6429,7082,1
6438,922,1
6438,3660,1
6438,4167,1
6438,6438,1
6440,845,1
6440,3030,1
6440,6440,1
6453,2304,1
6453,6453,1
6454,2823,1
6454,5469,1
6454,6454,1
6461,1684,1
6461,5049,1
6461,5182,1
6461,6461,1
6461,6864,1
6462,4348,1
6462,6462,1
6470,5261,1
6470,6470,1
6471,5261,1
6471,6471,1
6478,359,1
6478,527,1
6478,6478,1
6478,7942,1
6479,1374,1
6479,1403,1
6479,6479,1
6480,379,1
6480,2357,1
6480,5693,1
6480,6480,1
6480,6507,1
6480,6671,1
6482,5,1
6482,6482,1
6484,6000,1
6484,6393,1
6484,6484,1
6485,228,1
6485,1499,1
6485,2537,1
6485,2598,1
6485,6485,1
6489,4295,1
6489,4755,1
6489,5134,1
6489,6266,1
6489,6489,2
6490,6490,1
6490,7129,1
6490,7467,1
6494,126,1
6494,2105,1
6494,6494,1
6494,6566,1
6502,3323,1
6502,4994,1
6502,5132,1
6502,6502,1
6503,324,1
6503,1281,1
6503,1873,1
6503,3738,2
6503,6503,4
6503,7942,4
6506,661,1
6506,5575,1
6506,6506,2
6507,379,1
6507,2357,1
6507,5693,1
6507,6480,1
6507,6507,1
6507,6671,1
6509,4202,1
6509,6509,1
6511,3746,1
6511,6511,1
6511,7754,1
6512,5042,1
6512,6142,1
6512,6512,1
6514,2952,1
6514,6514,1
6514,7160,1
6517,2091,1
6517,4400,1
6517,5798,1
6517,6517,1
6517,7967,1
6520,1559,1
6520,4544,1
6520,6165,1
6520,6295,1
6520,6520,1
6522,2279,1
6522,3329,1
6522,6522,2
6522,6544,1
6522,7017,1
6522,7292,2
6525,2012,1
6525,6525,1
6525,7220,1
6529,1870,1
6529,1871,1
6529,6116,1
6529,6529,1
6534,1277,1
6534,1910,1
6534,4757,1
6534,5051,1
6534,6534,2
6537,493,1
6537,6537,1
6544,1113,1
6544,1350,1
6544,6066,2
6544,6522,1
6544,6544,4
6544,7017,1
6544,7292,3
6544,7434,1
6545,1061,1
6545,4723,1
6545,6545,1
6545,7008,1
6546,730,1
6546,1391,1
6546,1600,1
6546,4843,1
6546,5323,1
6546,5398,1
6546,5583,1
6546,5761,1
6546,6394,1
6546,6546,3
6547,75,1
6547,4988,1
6547,6547,1
6548,5380,1
6548,5674,1
6548,6548,1
6551,2537,1
6551,2860,1
6551,3230,1
6551,3231,1
6551,3369,1
6551,4621,1
6551,4922,1
6551,5670,1
6551,5675,1
6551,6398,1
6551,6551,1
6552,759,1
6552,4402,1
6552,4754,1
6552,4887,1
6552,6552,1
6553,4060,1
6553,5108,1
6553,5547,1
6553,5691,1
6553,6553,1
6566,126,2
6566,2105,1
6566,4173,1
6566,4840,1
6566,5112,1
6566,5693,1
6566,6113,1
6566,6246,1
6566,6494,1
6566,6566,4
6566,6804,1
6567,1674,1
6567,6567,1
6568,1681,1
6568,4791,1
6568,6568,1
6574,294,1
6574,6574,1
6577,1418,1
6577,3253,1
6577,6577,1
6586,2125,1
6586,2231,1
6586,3308,1
6586,5188,1
6586,6069,1
6586,6586,1
6599,6599,1
6599,6884,1
6603,3645,2
6603,4426,2
6603,6603,2
6603,6671,2
6608,4801,1
6608,6608,1
6614,3051,1
6614,3984,1
6614,4400,1
6614,6614,1
6618,6618,1
6618,7292,1
6623,2997,1
6623,5323,2
6623,6623,2
6623,6835,1
6623,7182,1
6624,4241,1
6624,6624,1
6634,921,1
6634,3734,1
6634,6634,1
6639,2840,1
6639,4800,1
6639,6639,1
6644,926,2
6644,1149,1
6644,3263,1
6644,5915,1
6644,5958,2
6644,6644,2
6648,2099,1
6648,6648,1
6651,4057,1
6651,6651,1
6653,1708,1
6653,4301,1
6653,4750,1
6653,6653,1
6655,4253,1
6655,4801,1
6655,6655,1
6660,3082,1
6660,3204,1
6660,6660,1
6662,1274,1
6662,4464,1
6662,4696,1
6662,5688,1
6662,6662,1
6664,1279,1
6664,2293,1
6664,4116,1
6664,6664,1
6664,6825,1
6665,888,1
6665,1934,1
6665,4009,1
6665,6153,1
6665,6262,1
6665,6665,1
6665,6671,1
6666,303,1
6666,307,1
6666,4044,1
6666,6666,1
6666,7064,1
6666,7478,1
6671,170,1
6671,379,1
6671,693,1
6671,888,1
6671,1934,1
6671,2357,1
6671,2898,1
6671,3645,2
6671,3680,1
6671,4009,2
6671,4426,2
6671,5224,1
6671,5693,1
6671,6153,2
6671,6262,1
6671,6480,1
6671,6507,1
6671,6603,2
6671,6665,1
6671,6671,6
6672,3124,1
6672,4189,1
6672,6672,1
6677,1096,1
6677,1145,1
6677,5974,1
6677,6677,2
6677,7474,1
6677,7694,1
6680,1123,1
6680,1569,1
6680,1648,1
6680,6680,1
6683,2863,1
6683,6683,1
6706,380,1
6706,1674,1
6706,5704,1
6706,6706,1
6707,2925,1
6707,3564,1
6707,4400,1
6707,6707,1
6715,2255,1
6715,6715,1
6718,514,1
6718,1873,1
6718,3991,1
6718,5003,1
6718,6718,1
6722,6722,1
6722,6933,1
6723,441,1
6723,4415,2
6723,6723,2
6730,1673,1
6730,6730,1
6734,1342,1
6734,3512,1
6734,4730,1
6734,6734,1
6745,1244,1
6745,1631,1
6745,6745,1
6747,1489,1
6747,4700,1
6747,6747,1
6747,6960,1
6758,3701,1
6758,6758,1
6758,7973,1
6770,2298,1
6770,6770,1
6771,328,1
6771,1360,1
6771,2321,1
6771,4227,1
6771,6158,1
6771,6771,1
6777,437,1
6777,4034,1
6777,6777,1
6777,7480,1
6780,3996,1
6780,4465,1
6780,6780,1
6789,126,1
6789,2156,2
6789,2838,1
6789,3796,1
6789,4350,1
6789,4475,1
6789,4529,1
6789,5590,1
6789,5655,1
6789,5701,2
6789,5854,1
6789,6789,2
6796,1400,1
6796,2417,1
6796,2511,1
6796,4519,1
6796,6796,1
6798,6798,1
6798,7467,1
6799,336,1
6799,4891,1
6799,6799,1
6804,4840,1
6804,6566,1
6804,6804,1
6810,4387,1
6810,5711,1
6810,6810,1
6813,6813,1
6813,7519,1
6822,1990,1
6822,3554,1
6822,6822,1
6824,4405,1
6824,6824,1
6825,1279,1
6825,2293,1
6825,4116,1
6825,6664,1
6825,6825,1
6829,4840,1
6829,6829,1
6835,5323,1
6835,6623,1
6835,6835,1
6835,7182,1
6836,6836,1
6849,1420,1
6849,6154,1
6849,6849,1
6850,1420,1
6850,6155,1
6850,6850,1
6861,1364,1
6861,6861,1
6863,5806,1
6863,6863,1
6864,1684,1
6864,5019,1
6864,5049,1
6864,5182,1
6864,6461,1
6864,6864,2
6867,2767,1
6867,5523,1
6867,6867,1
6871,1135,1
6871,3315,1
6871,6871,1
6874,403,1
6874,3211,1
6874,6874,1
6874,7512,1
6875,1662,1
6875,6156,1
6875,6875,1
6875,7676,1
6875,7966,1
6880,3400,1
6880,4300,1
6880,4400,1
6880,6880,1
6884,6599,1
6884,6884,1
6887,5136,1
6887,6887,1
6894,1860,1
6894,3348,1
6894,6894,1
6895,1140,1
6895,3164,1
6895,6895,1
6899,1720,1
6899,1841,1
6899,6899,1
6900,4426,1
6900,6900,1
6903,1391,1
6903,3518,1
6903,6107,1
6903,6903,1
6910,3587,1
6910,4181,1
6910,6910,1
6933,6722,1
6933,6933,1
6943,862,1
6943,6401,1
6943,6943,1
6946,2759,1
6946,6946,1
6947,2141,2
6947,6947,2
6947,7721,2
6954,2350,1
6954,5415,1
6954,6954,1
6955,2906,1
6955,4430,1
6955,6955,1
6956,2699,1
6956,6956,1
6960,1489,1
6960,2906,1
6960,4700,1
6960,6747,1
6960,6960,2
6978,2611,1
6978,5325,1
6978,6978,2
6978,7417,1
6978,7581,1
6978,7628,1
6978,7725,1
6978,7944,1
6984,3047,2
6984,3868,2
6984,6984,2
6984,7335,1
6986,6367,1
6986,6986,1
6986,6987,1
6986,7090,1
6987,6367,1
6987,6986,1
6987,6987,1
6987,7090,1
6991,1139,1
6991,3164,1
6991,6991,1
6991,7012,1
6991,7057,1
6991,7686,1
6993,1726,1
6993,2010,1
6993,2943,1
6993,5963,1
6993,6993,1
7008,1061,1
7008,4723,1
7008,6545,1
7008,7008,1
7012,1138,1
7012,1139,1
7012,3164,2
7012,6991,1
7012,7012,2
7012,7057,1
7012,7668,1
7012,7686,2
7012,7699,1
7012,7868,1
7014,4365,1
7014,7014,1
7014,7179,1
7015,1457,1
7015,3329,1
7015,4458,1
7015,5266,1
7015,7015,1
7015,7292,1
7016,3329,1
7016,7016,1
7017,6522,1
7017,6544,1
7017,7017,1
7017,7292,1
7023,3248,1
7023,3740,1
7023,7023,1
7023,7932,1
7030,967,1
7030,1331,1
7030,3470,1
7030,5544,1
7030,7030,1
7030,7802,1
7057,1139,1
7057,3164,1
7057,6991,1
7057,7012,1
7057,7057,1
7057,7686,1
7059,1745,1
7059,3868,1
7059,5556,1
7059,7059,1
7064,303,1
7064,307,1
7064,4044,1
7064,6666,1
7064,7064,1
7064,7478,1
7067,1257,1
7067,4491,1
7067,7067,1
7076,1482,1
7076,7076,1
7077,389,5
7077,694,3
7077,2547,2
7077,2711,2
7077,7077,5
7078,5147,1
7078,5732,1
7078,7078,1
7081,240,1
7081,1173,1
7081,7081,1
7082,1113,1
7082,6429,1
7082,7082,1
7083,330,1
7083,769,1
7083,6291,1
7083,7083,1
7090,6367,1
7090,6986,1
7090,6987,1
7090,7090,1
7091,4068,1
7091,4975,1
7091,7091,1
7096,321,1
7096,2365,1
7096,7096,1
7100,568,1
7100,632,1
7100,1614,1
7100,7100,1
7108,2268,1
7108,2418,1
7108,3701,1
7108,7108,1
7112,273,1
7112,755,1
7112,1226,1
7112,7112,1
7113,3310,1
7113,7113,1
7115,792,2
7115,3542,1
7115,3717,2
7115,7115,2
7119,715,1
7119,2796,1
7119,5059,1
7119,5801,1
7119,7119,1
7123,1860,1
7123,3348,1
7123,3870,1
7123,7123,1
7129,6490,1
7129,7129,2
7129,7467,2
7139,3513,1
7139,4118,4
7139,7139,4
7140,3661,1
7140,5306,1
7140,7140,1
7140,7954,1
7152,4677,1
7152,7152,1
7152,7618,1
7152,7716,1
7155,780,1
7155,2764,1
7155,3353,1
7155,7155,1
7160,2952,1
7160,6514,1
7160,7160,1
7161,1765,1
7161,7161,1
7177,2474,1
7177,5753,1
7177,7177,1
7179,4365,1
7179,7014,1
7179,7179,1
7180,1013,1
7180,4305,1
7180,7180,1
7182,5323,1
7182,6623,1
7182,6835,1
7182,7182,1
7190,2425,1
7190,5951,1
7190,7190,1
7199,2550,1
7199,5933,1
7199,7199,1
7201,763,1
7201,7201,1
7201,7959,1
7208,2553,1
7208,4105,1
7208,7208,1
7209,3983,1
7209,7209,1
7212,3315,1
7212,4362,1
7212,7212,1
7212,7478,1
7215,2370,1
7215,7215,1
7220,2012,1
7220,6525,1
7220,7220,1
7222,4893,1
7222,5018,1
7222,7222,6
7222,7292,3
7222,7486,2
7241,3074,1
7241,4473,2
7241,5962,2
7241,7241,2
7254,1140,1
7254,3164,1
7254,7254,1
7254,7259,1
7254,7386,1
7254,7650,1
7254,7686,1
7259,1140,1
7259,3164,1
7259,7254,1
7259,7259,1
7259,7386,1
7259,7650,1
7259,7686,1
7268,3884,1
7268,4188,1
7268,5310,1
7268,7268,1
7273,847,1
7273,1783,1
7273,1890,1
7273,7273,1
7287,4204,1
7287,5232,1
7287,7287,1
7292,288,1
7292,529,1
7292,920,2
7292,952,1
7292,1104,1
7292,1113,1
7292,1328,1
7292,1350,1
7292,1457,1
7292,1786,1
7292,2243,1
7292,2279,2
7292,2537,1
7292,3099,1
7292,3118,1
7292,3159,3
7292,3329,5
7292,3780,1
7292,3939,1
7292,4102,1
7292,4363,1
7292,4458,1
7292,4884,1
7292,4893,1
7292,5266,1
7292,5547,1
7292,5615,1
7292,5962,1
7292,6066,3
7292,6522,2
7292,6544,3
7292,6618,1
7292,7015,1
7292,7017,1
7292,7222,3
7292,7292,28
7292,7486,4
7292,7545,1
7292,7575,2
7332,4278,1
7332,5216,1
7332,7332,1
7335,3047,1
7335,3868,1
7335,6984,1
7335,7335,1
7380,3353,1
7380,7380,1
7386,1140,1
7386,3164,1
7386,7254,1
7386,7259,1
7386,7386,1
7386,7650,1
7386,7686,1
7392,5319,1
7392,7392,1
7411,2135,1
7411,6428,1
7411,7411,1
7417,2611,1
7417,5325,1
7417,6978,1
7417,7417,1
7417,7628,1
7418,2405,1
7418,6027,1
7418,7418,1
7421,2356,1
7421,3808,1
7421,7421,1
7433,7433,1
7434,1113,1
7434,6544,1
7434,7434,1
7436,100,3
7436,705,3
7436,1583,1
7436,4875,1
7436,4954,1
7436,5323,3
7436,5869,2
7436,7436,8
7436,7478,1
7441,3464,1
7441,3477,1
7441,5481,1
7441,7441,1
7463,2270,1
7463,7463,1
7463,7954,1
7465,1714,1
7465,3020,1
7465,3128,1
7465,5892,1
7465,7465,1
7467,2339,2
7467,3164,1
7467,6490,1
7467,6798,1
7467,7129,2
7467,7467,7
7467,7829,2
7474,1145,1
7474,6677,1
7474,7474,1
7474,7694,1
7477,3334,1
7477,7477,1
7478,303,1
7478,307,1
7478,988,1
7478,1583,1
7478,2313,1
7478,2379,1
7478,2744,1
7478,2931,1
7478,3315,1
7478,4044,1
7478,4071,1
7478,4357,1
7478,4362,1
7478,4658,1
7478,5348,2
7478,5361,1
7478,5869,1
7478,6171,1
7478,6666,1
7478,7064,1
7478,7212,1
7478,7436,1
7478,7478,7
7480,437,1
7480,4034,1
7480,6777,1
7480,7480,1
7485,3397,1
7485,5864,1
7485,7485,1
7486,3329,2
7486,4893,1
7486,7222,2
7486,7292,4
7486,7486,4
7512,403,1
7512,3211,1
7512,6874,1
7512,7512,1
7516,3201,1
7516,7516,1
7519,6813,1
7519,7519,1
7531,3163,1
7531,7531,1
7542,3021,1
7542,7542,1
7545,5,1
7545,2951,1
7545,3047,1
7545,3939,1
7545,5547,1
7545,7292,1
7545,7545,2
7570,223,1
7570,5931,1
7570,7570,1
7575,2243,1
7575,2537,1
7575,7292,2
7575,7575,2
7576,7576,1
7576,7841,1
7581,5323,1
7581,6978,1
7581,7581,4
7581,7725,1
7581,7944,4
7582,2142,1
7582,2354,1
7582,5730,1
7582,7582,1
7588,7588,1
7588,7735,1
7599,2840,1
7599,4625,1
7599,7599,1
7604,351,1
7604,7604,1
7618,4677,1
7618,7152,1
7618,7618,1
7618,7716,1
7628,2611,1
7628,5325,1
7628,6978,1
7628,7417,1
7628,7628,1
7641,3697,1
7641,3848,1
7641,7641,1
7650,1140,1
7650,3164,1
7650,7254,1
7650,7259,1
7650,7386,1
7650,7650,1
7650,7686,1
7652,3649,1
7652,7652,1
7658,6063,1
7658,7658,1
7666,3098,1
7666,3983,1
7666,7666,1
7668,1138,1
7668,3164,1
7668,7012,1
7668,7668,1
7668,7686,1
7668,7699,1
7668,7868,1
7676,1662,1
7676,6156,1
7676,6875,1
7676,7676,1
7676,7966,1
7686,1138,1
7686,1139,1
7686,1140,2
7686,2999,1
7686,3061,1
7686,3164,4
7686,4324,1
7686,6991,1
7686,7012,2
7686,7057,1
7686,7254,1
7686,7259,1
7686,7386,1
7686,7650,1
7686,7668,1
7686,7686,6
7686,7699,3
7686,7771,1
7686,7790,1
7686,7822,1
7686,7868,2
7687,2333,1
7687,3091,1
7687,5964,1
7687,7687,1
7694,1145,1
7694,6677,1
7694,7474,1
7694,7694,1
7698,774,1
7698,1043,1
7698,1548,1
7698,3681,1
7698,7698,1
7699,1138,1
7699,1140,1
7699,3061,1
7699,3164,2
7699,4324,1
7699,7012,1
7699,7668,1
7699,7686,3
7699,7699,3
7699,7790,1
7699,7868,2
7710,804,1
7710,6345,1
7710,7710,1
7716,4677,1
7716,7152,1
7716,7618,1
7716,7716,1
7721,2141,2
7721,6947,2
7721,7721,2
7724,1131,1
7724,3805,1
7724,7724,2
7725,3159,1
7725,6978,1
7725,7581,1
7725,7725,3
7725,7944,1
7729,4584,1
7729,4751,1
7729,6300,1
7729,7729,1
7735,7588,1
7735,7735,1
7737,1496,1
7737,7737,1
7738,7738,1
7743,513,1
7743,4422,1
7743,7743,1
7750,2906,1
7750,7750,1
7751,6113,1
7751,7751,1
7754,1827,1
7754,3298,1
7754,3369,1
7754,3746,1
7754,6278,1
7754,6511,1
7754,7754,2
7755,4141,1
7755,4796,1
7755,6097,1
7755,7755,1
7771,2999,1
7771,7686,1
7771,7771,1
7771,7822,1
7774,1012,1
7774,1015,1
7774,1140,1
7774,3850,1
7774,3913,1
7774,5973,1
7774,7774,1
7774,7790,1
7788,4713,1
7788,7788,1
7788,7796,1
7790,1012,1
7790,1015,1
7790,1140,2
7790,3061,1
7790,3850,1
7790,3913,1
7790,4324,1
7790,5973,1
7790,7686,1
7790,7699,1
7790,7774,1
7790,7790,2
7792,3805,1
7792,7792,1
7796,4713,1
7796,7788,1
7796,7796,1
7802,967,1
7802,1331,1
7802,3470,1
7802,5544,1
7802,7030,1
7802,7802,1
7817,3641,1
7817,7817,1
7822,2999,1
7822,7686,1
7822,7771,1
7822,7822,1
7829,3164,1
7829,7467,2
7829,7829,2
7841,4057,1
7841,7576,1
7841,7841,2
7868,1138,1
7868,3164,2
7868,7012,1
7868,7668,1
7868,7686,2
7868,7699,2
7868,7868,2
7893,1500,1
7893,2456,1
7893,4446,1
7893,7893,1
7903,1115,1
7903,2006,1
7903,7903,1
7922,1597,1
7922,2170,1
7922,7922,1
7932,3248,1
7932,3740,1
7932,7023,1
7932,7932,1
7934,3492,1
7934,7934,1
7937,1537,1
7937,2530,1
7937,7937,1
7942,324,1
7942,359,1
7942,527,1
7942,592,1
7942,734,1
7942,1281,1
7942,1873,1
7942,1919,1
7942,2478,1
7942,3425,1
7942,3444,1
7942,3738,3
7942,4736,1
7942,6077,1
7942,6478,1
7942,6503,4
7942,7942,7
7943,1245,1
7943,6309,1
7943,7943,1
7944,5323,1
7944,6978,1
7944,7581,4
7944,7725,1
7944,7944,4
7948,5515,1
7948,6422,1
7948,7948,1
7954,2270,1
7954,3661,1
7954,5306,1
7954,7140,1
7954,7463,1
7954,7954,2
7959,763,1
7959,7201,1
7959,7959,1
7963,526,1
7963,5158,1
7963,7963,1
7964,660,1
7964,720,1
7964,2210,1
7964,4374,1
7964,7964,1
7966,1662,1
7966,6156,1
7966,6875,1
7966,7676,1
7966,7966,1
7967,2091,1
7967,4400,1
7967,5798,1
7967,6517,1
7967,7967,1
7971,1185,1
7971,1218,1
7971,2517,1
7971,5552,1
7971,5589,1
7971,7971,1
7972,1258,1
7972,7972,1
7973,3701,1
7973,6758,1
7973,7973,1